id,intent,text
4716,Other,"________________________________
From: Noguera, Christine <cnoguera@cmcenters.org>
Sent: Monday, July 12, 2021 10:12:43 PM (UTC-05:00) Eastern Time (US & Canada)
To: HRSA BPHC Answers <BPHCanswers@hrsa.gov>
Subject: RE: ACTION REQUIRED BY 11:59 p.m. Local Time Tuesday July 6th: Health Center COVID-19 (Coronavirus) Tracking Survey

I can not open the survey for this weeks report.  Can you send me an updated link?

Thank you

Christine Noguera
Chief Executive Officer
cnoguera@cmcenters.org<mailto:cnoguera@cmcenters.org>
Office: 209-373-2826
Cell: 559-960-7779
7210 Murray Drive
Stockton, CA 95210
209-373-2831 Maria Flores (Executive Services Manager: mflores@cmcenters.org<mailto:mflores@cmcenters.org>)
[cid:image001.png@01D77751.E38E0230]

From: noreply@salesforce.com <noreply@salesforce.com> On Behalf Of BPHC Answers
Sent: Friday, July 2, 2021 12:31 PM
To: Noguera, Christine <cnoguera@cmcenters.org>
Subject: ACTION REQUIRED BY 11:59 p.m. Local Time Tuesday July 6th: Health Center COVID-19 (Coronavirus) Tracking Survey


CAUTION: This email originated from outside of CMC. Do NOT click links or open attachments unless you recognize the sender and know the content is safe.

Hello,

As a part of the COVID-19 emergency response, please take a few minutes to fill out HRSA?s COVID-19 survey<https://nam12.safelinks.protection.outlook.com/?url=https%3A%2F%2Fhrsa.force.com%2FHRSABPHC%2Fs%2Fhealth-center-survey&data=04%7C01%7Ccnoguera%40cmcenters.org%7Cb981220dc091476e472608d93d8fe9e3%7Cd5900a73597945d7842000b1119e7aa1%7C0%7C0%7C637608510588771215%7CUnknown%7CTWFpbGZsb3d8eyJWIjoiMC4wLjAwMDAiLCJQIjoiV2luMzIiLCJBTiI6Ik1haWwiLCJXVCI6Mn0%3D%7C1000&sdata=zl%2BEKwvYLrKCSGqQaHHG54hcai89DzCYBdTUglG%2FjuA%3D&reserved=0>. You or anyone in your organization can complete the survey. It will require your H80 number in order to submit a response.



The deadline for this survey is 11:59 p.m. your local time on Tuesday, July 6.



IMPORTANT: This survey is asking ONLY about your health center?s experience beginning on Saturday, June 26, through Friday, July 2. Please do not report on information outside of this timeframe.



Upcoming COVID-19 Survey Frequency Change

After today?s survey, we are changing the survey frequency from weekly to biweekly?or every two weeks. The next survey email you receive will be on Friday, July 16. It will ask you to report on your health center?s experience for the entire two-week period: Saturday, July 3, through Friday, July 16.



We are updating the questions and the user guide to reflect this shift to a biweekly survey. We expect these updates to be live on our website by Friday, July 16.


Reminders

The Survey Tool User Guide<https://nam12.safelinks.protection.outlook.com/?url=https%3A%2F%2Fbphc.hrsa.gov%2Femergency-response%2Fcovid-19-data-collection-survey-tool-user-guide&data=04%7C01%7Ccnoguera%40cmcenters.org%7Cb981220dc091476e472608d93d8fe9e3%7Cd5900a73597945d7842000b1119e7aa1%7C0%7C0%7C637608510588781218%7CUnknown%7CTWFpbGZsb3d8eyJWIjoiMC4wLjAwMDAiLCJQIjoiV2luMzIiLCJBTiI6Ik1haWwiLCJXVCI6Mn0%3D%7C1000&sdata=dt%2BLaG%2BjskP2O2PQEaR3q07L2pUi5wsQaaMzQ77RhGc%3D&reserved=0> explains the data we?re collecting and offers instructions for completing each question, including those in the addendum.


Attention Health Center Vaccine Program Participants:

  *   As a reminder, you are required to complete this survey, including the addendum that is visible only to Vaccine Program participants who received vaccine in the past week.
  *   IMPORTANT: The survey must be completed in one sitting. It is not possible to save partial answers and continue at a later time. It may be helpful to review a preview of the surve<https://nam12.safelinks.protection.outlook.com/?url=https%3A%2F%2Fbphc.hrsa.gov%2Femergency-response%2Fcovid-19-survey-tools-questions&data=04%7C01%7Ccnoguera%40cmcenters.org%7Cb981220dc091476e472608d93d8fe9e3%7Cd5900a73597945d7842000b1119e7aa1%7C0%7C0%7C637608510588791210%7CUnknown%7CTWFpbGZsb3d8eyJWIjoiMC4wLjAwMDAiLCJQIjoiV2luMzIiLCJBTiI6Ik1haWwiLCJXVCI6Mn0%3D%7C1000&sdata=SMjFmzw9A%2BJDXhopXa%2Fk5rITOCyYhoWNAnbUmaT%2FOzg%3D&reserved=0>y or the User Guide<https://nam12.safelinks.protection.outlook.com/?url=https%3A%2F%2Fbphc.hrsa.gov%2Femergency-response%2Fcovid-19-data-collection-survey-tool-user-guide&data=04%7C01%7Ccnoguera%40cmcenters.org%7Cb981220dc091476e472608d93d8fe9e3%7Cd5900a73597945d7842000b1119e7aa1%7C0%7C0%7C637608510588791210%7CUnknown%7CTWFpbGZsb3d8eyJWIjoiMC4wLjAwMDAiLCJQIjoiV2luMzIiLCJBTiI6Ik1haWwiLCJXVCI6Mn0%3D%7C1000&sdata=SXKgbMm3IkU8N0%2Bs0%2B9Nn4EmKY9IiY3q2c9YBr5PpwM%3D&reserved=0> before beginning.

Bookmark the Link

Just a reminder: The link for the survey is actually the same each time. So, although we?ll continue to send emails, you do not have to wait to begin the survey! Bookmark the link above so you can quickly access the survey during the open period (beginning at 5:00 p.m. ET every other Friday (beginning 7/16) ? the following Tuesday at 11:59 p.m. your local time).



THANK YOU!
Your input helps us better understand?and then respond to?your needs during this ever-changing pandemic. For more information, please see the March 18 bulletin, ?Health Center COVID-19 Information Collection<https://nam12.safelinks.protection.outlook.com/?url=https%3A%2F%2Fcontent.govdelivery.com%2Faccounts%2FUSHHSHRSA%2Fbulletins%2F281ed28&data=04%7C01%7Ccnoguera%40cmcenters.org%7Cb981220dc091476e472608d93d8fe9e3%7Cd5900a73597945d7842000b1119e7aa1%7C0%7C0%7C637608510588801201%7CUnknown%7CTWFpbGZsb3d8eyJWIjoiMC4wLjAwMDAiLCJQIjoiV2luMzIiLCJBTiI6Ik1haWwiLCJXVCI6Mn0%3D%7C1000&sdata=zz8Y%2BVuKHdFo5XtaZd7a5s24A47K%2FKcu97e1sKLX4b8%3D&reserved=0>? or the Information Collection category of our Health Center Program COVID-19 Frequently Asked Questions (FAQs) webpage<https://nam12.safelinks.protection.outlook.com/?url=https%3A%2F%2Fbphc.hrsa.gov%2Femergency-response%2Fcoronavirus-frequently-asked-questions.html&data=04%7C01%7Ccnoguera%40cmcenters.org%7Cb981220dc091476e472608d93d8fe9e3%7Cd5900a73597945d7842000b1119e7aa1%7C0%7C0%7C637608510588801201%7CUnknown%7CTWFpbGZsb3d8eyJWIjoiMC4wLjAwMDAiLCJQIjoiV2luMzIiLCJBTiI6Ik1haWwiLCJXVCI6Mn0%3D%7C1000&sdata=G76q3pup1Pj7NHKIfqTcBICAag6csYO18wYYxjT2Ml8%3D&reserved=0>. Thank you in advance for helping us help you!



If you have questions about the Health Center Program and COVID-19, please contact Health Center Program Support online<https://nam12.safelinks.protection.outlook.com/?url=http%3A%2F%2Fwww.hrsa.gov%2Fabout%2Fcontact%2Fbphc.aspx&data=04%7C01%7Ccnoguera%40cmcenters.org%7Cb981220dc091476e472608d93d8fe9e3%7Cd5900a73597945d7842000b1119e7aa1%7C0%7C0%7C637608510588811201%7CUnknown%7CTWFpbGZsb3d8eyJWIjoiMC4wLjAwMDAiLCJQIjoiV2luMzIiLCJBTiI6Ik1haWwiLCJXVCI6Mn0%3D%7C1000&sdata=0EfQqeF%2FazQStCyetC70S73iK3gg61j0287v5xgvJQg%3D&reserved=0>. Select ?Coronavirus Inquiries (COVID-19)? as the issue type?the third option on the ?Health Center or EHBs Question? screen.



You can also call Health Center Program Support at 877-464-4772, option 2, 8:00 a.m. to 8:00 p.m. ET, Monday-Friday (except federal holidays).


Thank you,
Health Center Program Support

Link to survey: [<https://nam12.safelinks.protection.outlook.com/?url=https%3A%2F%2Fhrsa.force.com%2FHRSABPHC%2Fsurvey%2FruntimeApp.app%3FinvitationId%3D0Kit00000000BRt%26surveyName%3Dcovid_19_coronavirus_survey_v2_1cdb077d_4c22_4ab5_8c14_27b1e385b97b%26UUID%3D520afeaf-786f-4dd2-9899-e1c2e9f6c89f&data=04%7C01%7Ccnoguera%40cmcenters.org%7Cb981220dc091476e472608d93d8fe9e3%7Cd5900a73597945d7842000b1119e7aa1%7C0%7C0%7C637608510588811201%7CUnknown%7CTWFpbGZsb3d8eyJWIjoiMC4wLjAwMDAiLCJQIjoiV2luMzIiLCJBTiI6Ik1haWwiLCJXVCI6Mn0%3D%7C1000&sdata=gh3TkuUoIOmum0LW7A41unuTN9pPlc%2B7MGy8nf20xwA%3D&reserved=0>https://hrsa.force.com/HRSABPHC/s/health-center-survey<https://nam12.safelinks.protection.outlook.com/?url=https%3A%2F%2Fhrsa.force.com%2FHRSABPHC%2Fs%2Fhealth-center-survey&data=04%7C01%7Ccnoguera%40cmcenters.org%7Cb981220dc091476e472608d93d8fe9e3%7Cd5900a73597945d7842000b1119e7aa1%7C0%7C0%7C637608510588821197%7CUnknown%7CTWFpbGZsb3d8eyJWIjoiMC4wLjAwMDAiLCJQIjoiV2luMzIiLCJBTiI6Ik1haWwiLCJXVCI6Mn0%3D%7C1000&sdata=jvGJNu8J%2FJ2zRHfe8HDpfSdmzJ8ZKBnwBiphS8Zl3Jg%3D&reserved=0>]<https://nam12.safelinks.protection.outlook.com/?url=https%3A%2F%2Fhrsa.force.com%2FHRSABPHC%2Fsurvey%2FruntimeApp.app%3FinvitationId%3D0Kit00000000BRt%26surveyName%3Dcovid_19_coronavirus_survey_v2_1cdb077d_4c22_4ab5_8c14_27b1e385b97b%26UUID%3D520afeaf-786f-4dd2-9899-e1c2e9f6c89f&data=04%7C01%7Ccnoguera%40cmcenters.org%7Cb981220dc091476e472608d93d8fe9e3%7Cd5900a73597945d7842000b1119e7aa1%7C0%7C0%7C637608510588821197%7CUnknown%7CTWFpbGZsb3d8eyJWIjoiMC4wLjAwMDAiLCJQIjoiV2luMzIiLCJBTiI6Ik1haWwiLCJXVCI6Mn0%3D%7C1000&sdata=q%2FBARFIYU0Im7cMK9%2Fn6usCWjjl6CVsHAn%2BcHRT3lDk%3D&reserved=0>
Confidentiality Notice: This e-mail is intended only for the person or entity to which it is addressed and may contain information that is privileged, confidential or otherwise protected from disclosure. Dissemination, distribution or copying of this e-mail or the information herein by anyone other than the intended recipient, or an employee or agent responsible for delivering the message to the intended recipient, is prohibited. If you have received this e-mail in error, please destroy the original message and all copies.
Confidentiality Notice: This e-mail is intended only for the person or entity to which it is addressed and may contain information that is privileged, confidential or otherwise protected from disclosure. Dissemination, distribution or copying of this e-mail or the information herein by anyone other than the intended recipient, or an employee or agent responsible for delivering the message to the intended recipient, is prohibited. If you have received this e-mail in error, please destroy the original message and all copies."
4717,Other,Grantee states she is unable to access the COVID survey and needs assistance.
4718,Other,Grantee states that she is unable to access the COVID Survey and needs assistance.
4719,Other,Grantee called in to inquire about the Progress Report due 7/14.
4720,Other,Grantee called in to inquire about the Progress Report due 7/14.
4721,Other,"*** WILL FOWARD PART [OPPD] QUESTION ONCE UDS HELP DESK IS DONE WITH 2ND PART***

Hello OPPD,

A (2) part question came in from Metrohealth System-Look-Alike (LAL) Systems.
Can OPPD please assist this Health Center with the first portion of the question ? 

Many thanks,
Lorraine
_________________________
Original Question
Case # 01185953
Requester: Katherine F. Nagel / knagel@metrohealth.org / (216) 965-8562
I have two questions:
 1. I need to complete the scope verification for two recent CIS, which were implemented on time and as described. I just want to confirm that I only need to enter the start date and no other supporting documentation is required?
2. I need to download a copy of our 2020 complete UDS report and can?t seem to find it in EHB?
Thank you!
Kate"
4722,Other,"I have been submitting the weekly COVID immunization survey online on Tuesdays.   This morning the link is saying 'The Health Center COVID-19 Response Survey is currently closed. Please enter your next submission during the next reporting period.' but it was not submitted this week. 
Is the site down?  Has reporting ended?
Please let me know so I can meet any required deadlines."
4723,Other,"Please Delete Temporary COVID Services Site as requested by Grantee. Thank you. R/DDD Maple City Health Care Center H80CS24133, (Temporary Site) Walnut Hill Mennonite Church, 909 N 6th St, Goshen, IN 46528"
4724,Other,We are unable to access the COVID Survey from the BPHC Site Link.  It says time has expired.  Please advise before 12a
4725,Other,"Hi:
RE: H80CS04210
I am trying to do some self-updates to our Form 5B to update basic information such as zip codes, Medicare billing numbers, hours, etc. We have two mobile vans, each it's own site (mobile van 1, mobile van 2) on Form 5B. The vans share the same Medicare billing number. I get an error message when I try to update the two sites indicating that the Medicare billing number already exists (see attachment). Do we need to have a unique Medicare billing number for each mobile van?
Thank you,
Helen"
4726,Other,Caller needed assistance with getting medical care for COVID-19 virus. She stated that she does not have medical insurance.
4727,Other,Organization looking to accept patients on the Ryan White grant.
4728,Other,Applicant of the PCHP grant called in to inquire whether there is a projected award release date for this grant yet. Their application is still being reviewed by HRSA.
4729,Other,"As a current health center with an expiring SAC, I would like to know how to go into grants.gov and apply for the competitive SAC."
4730,Other,Need to edit the COVID-19 survey answers that we submitted.
4731,Other,Applicant called in to check the status of their SAC Application availability in the EHB.
4732,Other,Facility called in to find out what their CPT number is in order to bill for COVID testing under the COVID-19 Uninsured Program.
4733,Other,Grantee stated that she needs assistance with HRSA quality awards for PCMH.
4734,Other,Methadone clinic called in to inquire whether Ryan White Program Participants are contracting any methadone clinics for services.
4735,Other,"We recently verified a Change in Scope request to add a site to our scope.  However, after verifying, we were notified the 4-digit extender for the zip code was incorrect.  Are we able to have just the zip code extender updated without an additional Change in Scope request?  Thanks!"
4736,Other,"We recently verified a Change in Scope request to add a mobile service delivery site.  However, after verification, we were notified that the 4-digit zip code extender is incorrect.  Is there a way we can update just the 4-digit zip code extender without an additional formal Change in Scope?  Any assistance is appreciated.  Thanks!"
4737,Other,"User stated they were having issues with adding text into the field of the survey, user wants to know is there a link for the survey, they only see the questions but dont see where to submit and can't answer questions.
Contact - 3053020429
Email - klwilkerson@jtchs.org	
Org - Jessie Trice community health system"
4738,Other,Please have Bi-weekly survey sent to ecovey@heartlandalliance.org
4739,Other,I hit submit on my survey yesterday but my internet must have timed out. It looks like we did not submit! I am sitting on my data for the past two weeks. Can you open it up for my submission? I would need 10 minutes.
4740,Other,Caller inquiring about the Provider Relief Fund.
4741,Other,Grantee called in to report that they missed the deadline for the COVID survey and would like to submit their data.
4742,Other,"H80CS00237: Community Health Programs, Inc. requested to delte Termporary Emergency Site: Isolation Unit at Hilton Garden Inn locates at 1032 South St. 
Pittsfield, MA 01201-8225,
Site was opened on May 5, 2020 and closed on 9/30/2021.  Project officer has reviewed and confirmed appropriate deletion for this temporary emergency site and per SOP this is type of CIS is to be submitted via this process of Health Center Program support.  Thank you for your assistance to remove this site from scope."
4743,Other,N/A
4744,Other,Grantee called stating that she did not receive a confirmation email after submitting her close out correspondence task for operational site visit.
4745,Other,This is just a test.    I am working on the BPHC Contact for redesign. Please close this ticket.
4746,Other,Caller inquiring about the Loan Repayment Program.
4747,Other,Grantee called in to request access in EHB to complete performance report.
4748,Other,Grantee stated that she needs prove showing that a form 6b was submitted by their organization.
4749,Other,Grantee stated that his report is still showing as incomplete although he has completed each section.
4750,Other,PO called in to inquire how a LAL would go about creating a Prior Approval request in the EHB.
4751,Other,Mary Williams called in to request to speak with Andro.
4752,Other,"We would like to update the Physical Site Address for our Medical MOBILE Unit (currently named Waikiki Health CAV Mobile 2 --> this is being updated to Moble Medical Unit 1).  The Physical Site Address is currently listed as 3020 Waialae Ave, Honolulu, HI 96816.  We would like to update the address to 200 Keawe St, Honolulu, HI 96813, where it is currently parked."
